"FID","Genus_species","Persistence","Family","Genus","Repro_strategy","M_wing_color","z.temp.change","z.all.burned","z.high.burned","z.hist.temp","m.dark.score","z.per.obs"
2402,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,0,1.49599717721165
2402,"Aeshna_tuberculifera",0,"Aeshnidae","Aeshna","f","n",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,0,1.49599717721165
2402,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,2,1.49599717721165
2402,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,2,1.49599717721165
2402,"Dromogomphus_spinosus",0,"Gomphidae","Dromogomphus","p","n",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,0,1.49599717721165
2402,"Sympetrum_semicinctum",1,"Libellulidae","Sympetrum","p","y",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,1,1.49599717721165
2402,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,1,1.49599717721165
2402,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,1,1.49599717721165
2402,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,2,1.49599717721165
2402,"Stylogomphus_albistylus",1,"Gomphidae","Stylogomphus","p","n",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,0,1.49599717721165
2402,"Sympetrum_obtrusum",1,"Libellulidae","Sympetrum","p","y",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,1,1.49599717721165
2402,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,1,1.49599717721165
2402,"Cordulegaster_maculata",1,"Cordulegastridae","Cordulegaster","f","n",-0.050754613,-1.79630618809841,-0.843582061881812,-0.67095610344052,0,1.49599717721165
2403,"Sympetrum_corruptum",0,"Libellulidae","Sympetrum","p","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Sympetrum_obtrusum",1,"Libellulidae","Sympetrum","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,1,1.83495538885098
2403,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,1,1.83495538885098
2403,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Epitheca_canis",1,"Corduliidae","Epitheca","f","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Stylogomphus_albistylus",1,"Gomphidae","Stylogomphus","p","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Aeshna_tuberculifera",1,"Aeshnidae","Aeshna","f","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Basiaeschna_janata",1,"Aeshnidae","Basiaeschna","f","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Somatochlora_walshii",0,"Corduliidae","Somatochlora","f","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,1,1.83495538885098
2403,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,1,1.83495538885098
2403,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Aeshna_constricta",1,"Aeshnidae","Aeshna","f","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Libellula_quadrimaculata",0,"Libellulidae","Libellula","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,1,1.83495538885098
2403,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Cordulegaster_maculata",1,"Cordulegastridae","Cordulegaster","f","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Didymops_transversa",1,"Corduliidae","Didymops","f","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Dorocordulia_libera",1,"Corduliidae","Dorocordulia","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,1,1.83495538885098
2403,"Hagenius_brevistylus",1,"Gomphidae","Hagenius","f","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Sympetrum_rubicundulum",1,"Libellulidae","Sympetrum","p","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Leucorrhinia_intacta",1,"Libellulidae","Leucorrhinia","p","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Macromia_illinoiensis",1,"Corduliidae","Macromia","f","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2403,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,2,1.83495538885098
2403,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",-0.266222808,-1.8257435986964,-0.843582061881812,-0.614357451847889,0,1.83495538885098
2404,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",0.022421386,-0.859762860330921,-0.832452647961844,-0.62055213949059,0,-2.0523562660026
2405,"Didymops_transversa",0,"Corduliidae","Didymops","f","y",0.062521435,-0.839490170384105,-0.368636062854829,-0.786929356179955,2,-2.0523562660026
2408,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.403562245,-0.745986615534036,-0.843582061881812,-0.220332564860277,1,-0.0771959218450439
2408,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.403562245,-0.745986615534036,-0.843582061881812,-0.220332564860277,0,-0.0771959218450439
2408,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",0.403562245,-0.745986615534036,-0.843582061881812,-0.220332564860277,2,-0.0771959218450439
2408,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",0.403562245,-0.745986615534036,-0.843582061881812,-0.220332564860277,2,-0.0771959218450439
2408,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.403562245,-0.745986615534036,-0.843582061881812,-0.220332564860277,1,-0.0771959218450439
2408,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",0.403562245,-0.745986615534036,-0.843582061881812,-0.220332564860277,0,-0.0771959218450439
2471,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.393330297,1.45741799908766,2.53120600001003,0.519547309036161,2,-1.28825994212691
2471,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.393330297,1.45741799908766,2.53120600001003,0.519547309036161,2,-1.28825994212691
2473,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.062482925,1.02508385457075,1.32398881225721,-0.54932967502715,2,-2.0523562660026
2482,"Aeshna_palmata",1,"Aeshnidae","Aeshna","f","n",0.601437973,0.373290540897581,0.709611485114742,-1.18332377845947,0,-0.0771959218450439
2482,"Aeshna_interrupta",0,"Aeshnidae","Aeshna","f","n",0.601437973,0.373290540897581,0.709611485114742,-1.18332377845947,0,-0.0771959218450439
2482,"Cordulia_shurtleffi",1,"Corduliidae","Cordulia","f","n",0.601437973,0.373290540897581,0.709611485114742,-1.18332377845947,0,-0.0771959218450439
2482,"Sympetrum_rubicundulum",0,"Libellulidae","Sympetrum","p","n",0.601437973,0.373290540897581,0.709611485114742,-1.18332377845947,0,-0.0771959218450439
2482,"Somatochlora_semicircularis",0,"Corduliidae","Somatochlora","f","y",0.601437973,0.373290540897581,0.709611485114742,-1.18332377845947,1,-0.0771959218450439
2482,"Ophiogomphus_severus",1,"Gomphidae","Ophiogomphus","p","n",0.601437973,0.373290540897581,0.709611485114742,-1.18332377845947,0,-0.0771959218450439
2486,"Aeshna_constricta",0,"Aeshnidae","Aeshna","f","n",-0.241254743,0.834252600963956,1.00365535624265,-0.39160132755322,0,-0.524163618251212
2486,"Sympetrum_obtrusum",0,"Libellulidae","Sympetrum","p","y",-0.241254743,0.834252600963956,1.00365535624265,-0.39160132755322,1,-0.524163618251212
2486,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",-0.241254743,0.834252600963956,1.00365535624265,-0.39160132755322,0,-0.524163618251212
2486,"Rhionaeschna_multicolor",0,"Aeshnidae","Rhionaeschna","f","n",-0.241254743,0.834252600963956,1.00365535624265,-0.39160132755322,0,-0.524163618251212
2488,"Sympetrum_semicinctum",1,"Libellulidae","Sympetrum","p","y",-0.764775674,0.487689888476606,-0.843582061881812,-0.400554960751075,1,-0.841292245720738
2488,"Sympetrum_obtrusum",0,"Libellulidae","Sympetrum","p","y",-0.764775674,0.487689888476606,-0.843582061881812,-0.400554960751075,1,-0.841292245720738
2488,"Aeshna_constricta",0,"Aeshnidae","Aeshna","f","n",-0.764775674,0.487689888476606,-0.843582061881812,-0.400554960751075,0,-0.841292245720738
2489,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,2,0.856829633631645
2489,"Sympetrum_obtrusum",0,"Libellulidae","Sympetrum","p","y",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,1,0.856829633631645
2489,"Leucorrhinia_intacta",1,"Libellulidae","Leucorrhinia","p","y",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,2,0.856829633631645
2489,"Sympetrum_internum",0,"Libellulidae","Sympetrum","p","y",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,1,0.856829633631645
2489,"Rhionaeschna_multicolor",0,"Aeshnidae","Rhionaeschna","f","n",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,0,0.856829633631645
2489,"Ophiogomphus_severus",1,"Gomphidae","Ophiogomphus","p","n",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,0,0.856829633631645
2489,"Aeshna_interrupta",1,"Aeshnidae","Aeshna","f","n",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,0,0.856829633631645
2489,"Aeshna_canadensis",0,"Aeshnidae","Aeshna","f","n",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,0,0.856829633631645
2489,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,2,0.856829633631645
2489,"Sympetrum_semicinctum",1,"Libellulidae","Sympetrum","p","y",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,1,0.856829633631645
2489,"Aeshna_constricta",1,"Aeshnidae","Aeshna","f","n",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,0,0.856829633631645
2489,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,0,0.856829633631645
2489,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,2,0.856829633631645
2489,"Boyeria_vinosa",0,"Aeshnidae","Boyeria","f","y",-0.580221716,0.369070489991754,-0.129087718652046,-0.441886824081411,2,0.856829633631645
2496,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.545423427,-1.17382777497252,-0.843582061881812,-0.852955697514527,0,-0.524163618251212
2496,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.545423427,-1.17382777497252,-0.843582061881812,-0.852955697514527,2,-0.524163618251212
2496,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.545423427,-1.17382777497252,-0.843582061881812,-0.852955697514527,2,-0.524163618251212
2496,"Sympetrum_semicinctum",0,"Libellulidae","Sympetrum","p","y",-0.545423427,-1.17382777497252,-0.843582061881812,-0.852955697514527,1,-0.524163618251212
2497,"Leucorrhinia_intacta",1,"Libellulidae","Leucorrhinia","p","y",-0.609437047,-0.813352395865276,-0.843582061881812,-0.882896750073293,2,-0.278179544395473
2497,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.609437047,-0.813352395865276,-0.843582061881812,-0.882896750073293,0,-0.278179544395473
2497,"Sympetrum_obtrusum",1,"Libellulidae","Sympetrum","p","y",-0.609437047,-0.813352395865276,-0.843582061881812,-0.882896750073293,1,-0.278179544395473
2497,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.609437047,-0.813352395865276,-0.843582061881812,-0.882896750073293,2,-0.278179544395473
2497,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",-0.609437047,-0.813352395865276,-0.843582061881812,-0.882896750073293,0,-0.278179544395473
2498,"Sympetrum_obtrusum",1,"Libellulidae","Sympetrum","p","y",-0.91240478,-1.70904313271082,-0.843582061881812,-0.889091437715994,1,-0.524163618251212
2498,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.91240478,-1.70904313271082,-0.843582061881812,-0.889091437715994,2,-0.524163618251212
2498,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",-0.91240478,-1.70904313271082,-0.843582061881812,-0.889091437715994,1,-0.524163618251212
2498,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.91240478,-1.70904313271082,-0.843582061881812,-0.889091437715994,0,-0.524163618251212
2500,"Boyeria_vinosa",0,"Aeshnidae","Boyeria","f","y",-0.219942255,-1.20196912064417,-0.34646671959257,-0.697952287597713,2,-1.28825994212691
2500,"Basiaeschna_janata",1,"Aeshnidae","Basiaeschna","f","y",-0.219942255,-1.20196912064417,-0.34646671959257,-0.697952287597713,2,-1.28825994212691
2504,"Libellula_luctuosa",0,"Libellulidae","Libellula","p","y",0.030236355,-1.8257435986964,-0.843582061881812,-0.836588694458547,2,0.0927333097559504
2504,"Leucorrhinia_intacta",1,"Libellulidae","Leucorrhinia","p","y",0.030236355,-1.8257435986964,-0.843582061881812,-0.836588694458547,2,0.0927333097559504
2504,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",0.030236355,-1.8257435986964,-0.843582061881812,-0.836588694458547,0,0.0927333097559504
2504,"Sympetrum_obtrusum",0,"Libellulidae","Sympetrum","p","y",0.030236355,-1.8257435986964,-0.843582061881812,-0.836588694458547,1,0.0927333097559504
2504,"Aeshna_constricta",0,"Aeshnidae","Aeshna","f","n",0.030236355,-1.8257435986964,-0.843582061881812,-0.836588694458547,0,0.0927333097559504
2504,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.030236355,-1.8257435986964,-0.843582061881812,-0.836588694458547,1,0.0927333097559504
2504,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",0.030236355,-1.8257435986964,-0.843582061881812,-0.836588694458547,1,0.0927333097559504
2505,"Sympetrum_obtrusum",1,"Libellulidae","Sympetrum","p","y",0.281545617,-1.19072525786943,-0.843582061881812,-0.897588205225915,1,-1.28825994212691
2505,"Sympetrum_rubicundulum",0,"Libellulidae","Sympetrum","p","n",0.281545617,-1.19072525786943,-0.843582061881812,-0.897588205225915,0,-1.28825994212691
2506,"Aeshna_canadensis",1,"Aeshnidae","Aeshna","f","n",0.32497318,-1.12207962918213,-0.635444103164342,-0.99504503731906,0,-0.524163618251212
2506,"Libellula_quadrimaculata",0,"Libellulidae","Libellula","p","y",0.32497318,-1.12207962918213,-0.635444103164342,-0.99504503731906,2,-0.524163618251212
2506,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",0.32497318,-1.12207962918213,-0.635444103164342,-0.99504503731906,1,-0.524163618251212
2506,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",0.32497318,-1.12207962918213,-0.635444103164342,-0.99504503731906,0,-0.524163618251212
2507,"Aeshna_umbrosa",0,"Aeshnidae","Aeshna","f","n",0.114859468,-1.8257435986964,-0.843582061881812,-0.879630113690279,0,-0.841292245720738
2507,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",0.114859468,-1.8257435986964,-0.843582061881812,-0.879630113690279,0,-0.841292245720738
2507,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",0.114859468,-1.8257435986964,-0.843582061881812,-0.879630113690279,2,-0.841292245720738
2508,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.007016561,-1.8159914026536,-0.843582061881812,-0.805835187089499,2,-2.0523562660026
2509,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.390996197,0.0170672247086229,-0.610004747342722,-0.564613467288465,0,-1.28825994212691
2509,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.390996197,0.0170672247086229,-0.610004747342722,-0.564613467288465,1,-1.28825994212691
2510,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Sympetrum_internum",1,"Libellulidae","Sympetrum","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,1,1.40408079544451
2510,"Sympetrum_semicinctum",1,"Libellulidae","Sympetrum","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,1,1.40408079544451
2510,"Libellula_quadrimaculata",0,"Libellulidae","Libellula","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,1,1.40408079544451
2510,"Aeshna_tuberculifera",0,"Aeshnidae","Aeshna","f","n",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,0,1.40408079544451
2510,"Dorocordulia_libera",1,"Corduliidae","Dorocordulia","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,1,1.40408079544451
2510,"Epitheca_canis",0,"Corduliidae","Epitheca","f","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Aeshna_canadensis",1,"Aeshnidae","Aeshna","f","n",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,0,1.40408079544451
2510,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,0,1.40408079544451
2510,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,1,1.40408079544451
2510,"Leucorrhinia_intacta",1,"Libellulidae","Leucorrhinia","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,0,1.40408079544451
2510,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,0,1.40408079544451
2510,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,1,1.40408079544451
2510,"Leucorrhinia_frigida",0,"Libellulidae","Leucorrhinia","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Cordulia_shurtleffi",0,"Corduliidae","Cordulia","f","n",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,0,1.40408079544451
2510,"Celithemis_elisa",1,"Libellulidae","Celithemis","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,2,1.40408079544451
2510,"Pantala_flavescens",1,"Libellulidae","Pantala","f","n",0.946796349,-1.20444313616059,-0.725689460538223,-0.474468354773593,0,1.40408079544451
2511,"Sympetrum_vicinum",1,"Libellulidae","Sympetrum","p","y",0.792916438,-1.8257435986964,-0.843582061881812,-0.606977903130672,1,-2.0523562660026
2571,"Libellula_forensis",1,"Libellulidae","Libellula","f","y",-1.340359298,0.270322011348156,0.210426988002033,-0.296880831302248,2,-0.524163618251212
2571,"Sympetrum_pallipes",1,"Libellulidae","Sympetrum","p","n",-1.340359298,0.270322011348156,0.210426988002033,-0.296880831302248,0,-0.524163618251212
2571,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",-1.340359298,0.270322011348156,0.210426988002033,-0.296880831302248,0,-0.524163618251212
2571,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-1.340359298,0.270322011348156,0.210426988002033,-0.296880831302248,2,-0.524163618251212
2572,"Leucorrhinia_glacialis",1,"Libellulidae","Leucorrhinia","p","y",-1.12940785,1.46967357546992,2.48937187151228,-0.365485427345254,2,-0.524163618251212
2572,"Leucorrhinia_hudsonica",1,"Libellulidae","Leucorrhinia","p","y",-1.12940785,1.46967357546992,2.48937187151228,-0.365485427345254,2,-0.524163618251212
2572,"Cordulia_shurtleffi",1,"Corduliidae","Cordulia","f","n",-1.12940785,1.46967357546992,2.48937187151228,-0.365485427345254,0,-0.524163618251212
2572,"Aeshna_interrupta",1,"Aeshnidae","Aeshna","f","n",-1.12940785,1.46967357546992,2.48937187151228,-0.365485427345254,0,-0.524163618251212
2574,"Aeshna_palmata",0,"Aeshnidae","Aeshna","f","n",-0.129232371,0.993404266450756,1.57973960349034,-0.700169534326968,0,-2.0523562660026
2576,"Plathemis_lydia",0,"Libellulidae","Plathemis","p","y",0.858459075,1.34965007752365,1.27817632331836,-0.442987038875095,2,-2.0523562660026
2582,"Aeshna_palmata",1,"Aeshnidae","Aeshna","f","n",0.397393458,0.781654425568452,1.59776603989963,-1.60916856646891,0,-2.0523562660026
2587,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.30149562,0.954447519458769,1.73316936465449,-0.490750711548741,2,-0.524163618251212
2587,"Libellula_quadrimaculata",1,"Libellulidae","Libellula","p","y",-0.30149562,0.954447519458769,1.73316936465449,-0.490750711548741,2,-0.524163618251212
2587,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",-0.30149562,0.954447519458769,1.73316936465449,-0.490750711548741,1,-0.524163618251212
2587,"Ophiogomphus_severus",1,"Gomphidae","Ophiogomphus","p","n",-0.30149562,0.954447519458769,1.73316936465449,-0.490750711548741,0,-0.524163618251212
2588,"Sympetrum_internum",0,"Libellulidae","Sympetrum","p","y",-0.290487878,0.415937324921328,-0.219030403305457,-0.418428219148748,1,-2.0523562660026
2589,"Sympetrum_costiferum",1,"Libellulidae","Sympetrum","p","y",-0.750897366,0.295453565194832,-0.415180756715885,-0.485554588419873,1,-1.28825994212691
2589,"Aeshna_palmata",0,"Aeshnidae","Aeshna","f","n",-0.750897366,0.295453565194832,-0.415180756715885,-0.485554588419873,0,-1.28825994212691
2596,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.630995584,-1.184617018623,-0.843582061881812,-0.972584810043098,2,-1.28825994212691
2596,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.630995584,-1.184617018623,-0.843582061881812,-0.972584810043098,1,-1.28825994212691
2597,"Libellula_quadrimaculata",1,"Libellulidae","Libellula","p","y",-0.502353221,-0.158437908221305,-0.843582061881812,-0.96418987967016,2,-0.524163618251212
2597,"Leucorrhinia_frigida",1,"Libellulidae","Leucorrhinia","p","y",-0.502353221,-0.158437908221305,-0.843582061881812,-0.96418987967016,2,-0.524163618251212
2597,"Leucorrhinia_intacta",1,"Libellulidae","Leucorrhinia","p","y",-0.502353221,-0.158437908221305,-0.843582061881812,-0.96418987967016,2,-0.524163618251212
2597,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",-0.502353221,-0.158437908221305,-0.843582061881812,-0.96418987967016,2,-0.524163618251212
2599,"Anax_junius",1,"Aeshnidae","Anax","f","n",-0.209555493,-0.385828167303948,-0.843582061881812,-1.03194240719088,0,-2.0523562660026
2607,"Sympetrum_rubicundulum",0,"Libellulidae","Sympetrum","p","n",0.357059077,-1.78709289945326,-0.843582061881812,-0.875246445371692,0,-2.0523562660026
2608,"Sympetrum_semicinctum",1,"Libellulidae","Sympetrum","p","y",0.166107858,-0.837768031251526,-0.843582061881812,-0.880527214781392,1,1.07085906497528
2608,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",0.166107858,-0.837768031251526,-0.843582061881812,-0.880527214781392,2,1.07085906497528
2608,"Leucorrhinia_intacta",1,"Libellulidae","Leucorrhinia","p","y",0.166107858,-0.837768031251526,-0.843582061881812,-0.880527214781392,2,1.07085906497528
2608,"Aeshna_umbrosa",1,"Aeshnidae","Aeshna","f","n",0.166107858,-0.837768031251526,-0.843582061881812,-0.880527214781392,0,1.07085906497528
2608,"Sympetrum_rubicundulum",0,"Libellulidae","Sympetrum","p","n",0.166107858,-0.837768031251526,-0.843582061881812,-0.880527214781392,0,1.07085906497528
