FID,Persistence,Family,Genus,Genus_species,Repro_strategy,M_wing_color,z.temp.change,z.burned
1999,0,Aeshnidae,Aeshna,Aeshna_tuberculifera,f,n,-0.189731013,1.891008154
1999,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.189731013,1.891008154
1999,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,-0.189731013,1.891008154
1999,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.189731013,1.891008154
1999,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.189731013,1.891008154
1999,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.189731013,1.891008154
1999,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.189731013,1.891008154
2000,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.320028776,0.304703279
2000,1,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,0.320028776,0.304703279
2000,1,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,0.320028776,0.304703279
2000,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,0.320028776,0.304703279
2000,1,Libellulidae,Sympetrum,Sympetrum_rubicundulum,p,n,0.320028776,0.304703279
2000,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,0.320028776,0.304703279
2000,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.320028776,0.304703279
2000,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.320028776,0.304703279
2000,1,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,0.320028776,0.304703279
2000,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.320028776,0.304703279
2000,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.320028776,0.304703279
2000,1,Gomphidae,Stylogomphus,Stylogomphus_albistylus,p,n,0.320028776,0.304703279
2000,1,Libellulidae,Libellula,Libellula_pulchella,p,y,0.320028776,0.304703279
2000,1,Libellulidae,Libellula,Libellula_incesta,p,n,0.320028776,0.304703279
2000,1,Libellulidae,Leucorrhinia,Leucorrhinia_intacta,p,y,0.320028776,0.304703279
2000,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,0.320028776,0.304703279
2001,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,0.094894389,0.639517128
2002,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.319568469,-0.970661611
2002,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.319568469,-0.970661611
2002,1,Corduliidae,Macromia,Macromia_illinoiensis,f,n,-0.319568469,-0.970661611
2002,1,Corduliidae,Didymops,Didymops_transversa,f,y,-0.319568469,-0.970661611
2002,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.319568469,-0.970661611
2002,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.319568469,-0.970661611
2002,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.319568469,-0.970661611
2002,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.319568469,-0.970661611
2003,1,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,-0.522968571,-0.939376139
2003,1,Libellulidae,Libellula,Libellula_incesta,p,n,-0.522968571,-0.939376139
2003,0,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.522968571,-0.939376139
2003,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.522968571,-0.939376139
2003,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.522968571,-0.939376139
2003,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,-0.522968571,-0.939376139
2003,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.522968571,-0.939376139
2003,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.522968571,-0.939376139
2003,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,-0.522968571,-0.939376139
2003,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.522968571,-0.939376139
2066,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,0.34393649,0.163671246
2067,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,-0.169584327,1.348000926
2067,1,Aeshnidae,Anax,Anax_junius,f,n,-0.169584327,1.348000926
2067,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-0.169584327,1.348000926
2067,1,Libellulidae,Libellula,Libellula_saturata,p,y,-0.169584327,1.348000926
2068,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.624463581,2.084806111
2069,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-0.21011789,1.736295362
2069,1,Aeshnidae,Aeshna,Aeshna_interrupta,f,n,-0.21011789,1.736295362
2069,1,Libellulidae,Libellula,Libellula_forensis,f,y,-0.21011789,1.736295362
2069,1,Libellulidae,Libellula,Libellula_saturata,p,y,-0.21011789,1.736295362
2069,1,Libellulidae,Sympetrum,Sympetrum_danae,p,n,-0.21011789,1.736295362
2079,0,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,0.754286822,0.629306728
2079,0,Aeshnidae,Aeshna,Aeshna_interrupta,f,n,0.754286822,0.629306728
2079,0,Aeshnidae,Anax,Anax_junius,f,n,0.754286822,0.629306728
2079,0,Libellulidae,Libellula,Libellula_pulchella,p,y,0.754286822,0.629306728
2079,0,Corduliidae,Cordulia,Cordulia_shurtleffi,f,n,0.754286822,0.629306728
2079,1,Aeshnidae,Aeshna,Aeshna_palmata,f,n,0.754286822,0.629306728
2083,1,Libellulidae,Sympetrum,Sympetrum_obtrusum,p,y,1.317245814,-0.122243908
2083,1,Libellulidae,Sympetrum,Sympetrum_semicinctum,p,y,1.317245814,-0.122243908
2083,1,Libellulidae,Libellula,Libellula_pulchella,p,y,1.317245814,-0.122243908
2087,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.676617509,-0.456262535
2087,0,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.676617509,-0.456262535
2087,0,Aeshnidae,Anax,Anax_junius,f,n,0.676617509,-0.456262535
2088,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.339636499,-0.255228809
2088,0,Libellulidae,Libellula,Libellula_pulchella,p,y,0.339636499,-0.255228809
2089,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.029205295,-0.648312388
2090,0,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.597577354,-0.974789473
2093,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.136777859,-0.974789473
2094,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.312579519,-0.974789473
2094,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.312579519,-0.974789473
2096,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.636215327,-0.974789473
2097,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.362433634,-0.400218009
2097,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.362433634,-0.400218009
2097,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.362433634,-0.400218009
2097,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,-0.362433634,-0.400218009
2097,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.362433634,-0.400218009
2097,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.362433634,-0.400218009
2097,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.362433634,-0.400218009
2097,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,-0.362433634,-0.400218009
2097,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,-0.362433634,-0.400218009
2098,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.119853236,-0.974789473
2098,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,-0.119853236,-0.974789473
2098,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.119853236,-0.974789473
2098,1,Aeshnidae,Anax,Anax_junius,f,n,-0.119853236,-0.974789473
2098,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,-0.119853236,-0.974789473
2098,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.119853236,-0.974789473
2098,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.119853236,-0.974789473
2098,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,-0.119853236,-0.974789473
2098,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.119853236,-0.974789473
2098,1,Libellulidae,Libellula,Libellula_incesta,p,n,-0.119853236,-0.974789473
2098,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.119853236,-0.974789473
2099,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,0.038197782,-0.916136118
2099,1,Libellulidae,Libellula,Libellula_incesta,p,n,0.038197782,-0.916136118
2099,0,Libellulidae,Sympetrum,Sympetrum_semicinctum,p,y,0.038197782,-0.916136118
2099,1,Aeshnidae,Anax,Anax_junius,f,n,0.038197782,-0.916136118
2099,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,0.038197782,-0.916136118
2099,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.038197782,-0.916136118
2099,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.038197782,-0.916136118
2099,0,Aeshnidae,Aeshna,Aeshna_tuberculifera,f,n,0.038197782,-0.916136118
2099,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.038197782,-0.916136118
2099,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,0.038197782,-0.916136118
2099,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,0.038197782,-0.916136118
2099,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.038197782,-0.916136118
2099,1,Corduliidae,Didymops,Didymops_transversa,f,y,0.038197782,-0.916136118
2099,0,Aeshnidae,Aeshna,Aeshna_juncea,f,n,0.038197782,-0.916136118
2099,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,0.038197782,-0.916136118
2099,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,0.038197782,-0.916136118
2099,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,0.038197782,-0.916136118
2099,1,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,0.038197782,-0.916136118
2099,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.038197782,-0.916136118
2100,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,-0.064744228,-0.974789473
2100,1,Libellulidae,Sympetrum,Sympetrum_rubicundulum,p,n,-0.064744228,-0.974789473
2100,0,Libellulidae,Pantala,Pantala_hymenaea,f,y,-0.064744228,-0.974789473
2100,1,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,-0.064744228,-0.974789473
2100,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.064744228,-0.974789473
2100,1,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,-0.064744228,-0.974789473
2100,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.064744228,-0.974789473
2100,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.064744228,-0.974789473
2100,1,Corduliidae,Macromia,Macromia_illinoiensis,f,n,-0.064744228,-0.974789473
2100,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.064744228,-0.974789473
2100,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,-0.064744228,-0.974789473
2100,0,Gomphidae,Stylogomphus,Stylogomphus_albistylus,p,n,-0.064744228,-0.974789473
2100,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,-0.064744228,-0.974789473
2100,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.064744228,-0.974789473
2100,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.064744228,-0.974789473
2100,1,Aeshnidae,Anax,Anax_junius,f,n,-0.064744228,-0.974789473
2100,1,Corduliidae,Didymops,Didymops_transversa,f,y,-0.064744228,-0.974789473
2100,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.064744228,-0.974789473
2101,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,-0.736509386,-0.824480923
2101,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,-0.736509386,-0.824480923
2101,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.736509386,-0.824480923
2101,1,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,-0.736509386,-0.824480923
2101,1,Libellulidae,Sympetrum,Sympetrum_rubicundulum,p,n,-0.736509386,-0.824480923
2101,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.736509386,-0.824480923
2101,1,Gomphidae,Stylogomphus,Stylogomphus_albistylus,p,n,-0.736509386,-0.824480923
2101,1,Corduliidae,Epitheca,Epitheca_canis,f,y,-0.736509386,-0.824480923
2101,1,Corduliidae,Macromia,Macromia_illinoiensis,f,n,-0.736509386,-0.824480923
2101,1,Libellulidae,Leucorrhinia,Leucorrhinia_intacta,p,y,-0.736509386,-0.824480923
2101,1,Aeshnidae,Anax,Anax_junius,f,n,-0.736509386,-0.824480923
2101,1,Libellulidae,Sympetrum,Sympetrum_obtrusum,p,y,-0.736509386,-0.824480923
2101,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,-0.736509386,-0.824480923
2101,1,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.736509386,-0.824480923
2101,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.736509386,-0.824480923
2101,1,Corduliidae,Cordulia,Cordulia_shurtleffi,f,n,-0.736509386,-0.824480923
2101,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.736509386,-0.824480923
2101,1,Libellulidae,Leucorrhinia,Leucorrhinia_hudsonica,p,y,-0.736509386,-0.824480923
2101,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.736509386,-0.824480923
2101,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.736509386,-0.824480923
2101,1,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,-0.736509386,-0.824480923
2102,1,Libellulidae,Leucorrhinia,Leucorrhinia_glacialis,p,y,-0.975609956,1.203573212
2102,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.975609956,1.203573212
2102,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.975609956,1.203573212
2102,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.975609956,1.203573212
2102,0,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.975609956,1.203573212
2102,1,Libellulidae,Libellula,Libellula_incesta,p,n,-0.975609956,1.203573212
2102,1,Aeshnidae,Anax,Anax_junius,f,n,-0.975609956,1.203573212
2102,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,-0.975609956,1.203573212
2102,1,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,-0.975609956,1.203573212
2102,1,Corduliidae,Cordulia,Cordulia_shurtleffi,f,n,-0.975609956,1.203573212
2102,1,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,-0.975609956,1.203573212
2102,1,Gomphidae,Stylogomphus,Stylogomphus_albistylus,p,n,-0.975609956,1.203573212
2102,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.975609956,1.203573212
2102,1,Libellulidae,Leucorrhinia,Leucorrhinia_hudsonica,p,y,-0.975609956,1.203573212
2102,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.975609956,1.203573212
2102,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.975609956,1.203573212
2102,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.975609956,1.203573212
2103,1,Aeshnidae,Anax,Anax_junius,f,n,-0.29925775,-0.176181256
2103,1,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.29925775,-0.176181256
2103,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.29925775,-0.176181256
2103,1,Libellulidae,Sympetrum,Sympetrum_rubicundulum,p,n,-0.29925775,-0.176181256
2103,1,Corduliidae,Macromia,Macromia_illinoiensis,f,n,-0.29925775,-0.176181256
2103,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,-0.29925775,-0.176181256
2103,1,Libellulidae,Libellula,Libellula_incesta,p,n,-0.29925775,-0.176181256
2103,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,-0.29925775,-0.176181256
2103,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,-0.29925775,-0.176181256
2103,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.29925775,-0.176181256
2103,1,Gomphidae,Dromogomphus,Dromogomphus_spinosus,p,n,-0.29925775,-0.176181256
2103,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.29925775,-0.176181256
2103,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.29925775,-0.176181256
2103,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.29925775,-0.176181256
2103,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.29925775,-0.176181256
2103,1,Libellulidae,Pantala,Pantala_hymenaea,f,y,-0.29925775,-0.176181256
2103,1,Gomphidae,Hagenius,Hagenius_brevistylus,f,n,-0.29925775,-0.176181256
2103,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.29925775,-0.176181256
2103,1,Aeshnidae,Basiaeschna,Basiaeschna_janata,f,y,-0.29925775,-0.176181256
2103,1,Corduliidae,Didymops,Didymops_transversa,f,y,-0.29925775,-0.176181256
2104,1,Cordulegastridae,Cordulegaster,Cordulegaster_maculata,f,n,-0.959657811,-0.43694295
2104,1,Libellulidae,Pantala,Pantala_hymenaea,f,y,-0.959657811,-0.43694295
2104,1,Aeshnidae,Anax,Anax_junius,f,n,-0.959657811,-0.43694295
2104,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.959657811,-0.43694295
2105,1,Gomphidae,Phanogomphus,Gomphus_exilis,p,n,-0.760135902,-0.595292201
2105,1,Aeshnidae,Anax,Anax_junius,f,n,-0.760135902,-0.595292201
2167,1,Aeshnidae,Rhionaeschna,Rhionaeschna_californica,f,n,0.237713833,0.88959729
2167,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,0.237713833,0.88959729
2167,1,Libellulidae,Libellula,Libellula_forensis,f,y,0.237713833,0.88959729
2167,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.237713833,0.88959729
2167,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,0.237713833,0.88959729
2167,1,Libellulidae,Sympetrum,Sympetrum_pallipes,p,n,0.237713833,0.88959729
2168,1,Libellulidae,Libellula,Libellula_pulchella,p,y,0.227889467,0.967030164
2168,1,Aeshnidae,Anax,Anax_junius,f,n,0.227889467,0.967030164
2168,1,Corduliidae,Epitheca,Epitheca_canis,f,y,0.227889467,0.967030164
2168,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,0.227889467,0.967030164
2168,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,0.227889467,0.967030164
2168,1,Libellulidae,Libellula,Libellula_saturata,p,y,0.227889467,0.967030164
2168,1,Libellulidae,Libellula,Libellula_forensis,f,y,0.227889467,0.967030164
2168,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.227889467,0.967030164
2168,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,0.227889467,0.967030164
2168,1,Libellulidae,Sympetrum,Sympetrum_pallipes,p,n,0.227889467,0.967030164
2169,1,Corduliidae,Epitheca,Epitheca_canis,f,y,0.347316728,1.16735733
2169,1,Aeshnidae,Rhionaeschna,Rhionaeschna_multicolor,f,n,0.347316728,1.16735733
2169,1,Libellulidae,Pantala,Pantala_hymenaea,f,y,0.347316728,1.16735733
2169,1,Libellulidae,Sympetrum,Sympetrum_semicinctum,p,y,0.347316728,1.16735733
2169,1,Aeshnidae,Anax,Anax_junius,f,n,0.347316728,1.16735733
2170,1,Libellulidae,Sympetrum,Sympetrum_danae,p,n,1.087500947,1.09793446
2170,1,Libellulidae,Sympetrum,Sympetrum_obtrusum,p,y,1.087500947,1.09793446
2170,1,Corduliidae,Somatochlora,Somatochlora_semicircularis,f,y,1.087500947,1.09793446
2170,1,Aeshnidae,Aeshna,Aeshna_interrupta,f,n,1.087500947,1.09793446
2170,1,Aeshnidae,Aeshna,Aeshna_palmata,f,n,1.087500947,1.09793446
2180,0,Gomphidae,Ophiogomphus,Ophiogomphus_severus,p,n,1.131074966,0.508382221
2181,1,Libellulidae,Libellula,Libellula_quadrimaculata,p,y,1.50073942,0.286013351
2181,1,Corduliidae,Somatochlora,Somatochlora_semicircularis,f,y,1.50073942,0.286013351
2181,1,Aeshnidae,Aeshna,Aeshna_juncea,f,n,1.50073942,0.286013351
2181,1,Aeshnidae,Aeshna,Aeshna_eremita,f,n,1.50073942,0.286013351
2182,1,Aeshnidae,Aeshna,Aeshna_palmata,f,n,1.387264191,0.560015623
2182,1,Gomphidae,Ophiogomphus,Ophiogomphus_severus,p,n,1.387264191,0.560015623
2182,1,Libellulidae,Sympetrum,Sympetrum_semicinctum,p,y,1.387264191,0.560015623
2191,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.057310048,-0.974789473
2191,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.057310048,-0.974789473
2193,0,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.113373959,-0.974789473
2193,0,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.113373959,-0.974789473
2194,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.413441834,-0.974789473
2194,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.413441834,-0.974789473
2194,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.413441834,-0.974789473
2194,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,-0.413441834,-0.974789473
2194,0,Aeshnidae,Aeshna,Aeshna_umbrosa,f,n,-0.413441834,-0.974789473
2194,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.413441834,-0.974789473
2195,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.79507479,-0.974789473
2195,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,-0.79507479,-0.974789473
2195,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.79507479,-0.974789473
2195,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,-0.79507479,-0.974789473
2195,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.79507479,-0.974789473
2195,1,Libellulidae,Sympetrum,Sympetrum_corruptum,p,n,-0.79507479,-0.974789473
2195,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.79507479,-0.974789473
2195,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.79507479,-0.974789473
2195,1,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-0.79507479,-0.974789473
2195,1,Aeshnidae,Anax,Anax_junius,f,n,-0.79507479,-0.974789473
2195,1,Corduliidae,Macromia,Macromia_illinoiensis,f,n,-0.79507479,-0.974789473
2195,1,Libellulidae,Sympetrum,Sympetrum_obtrusum,p,y,-0.79507479,-0.974789473
2195,0,Libellulidae,Sympetrum,Sympetrum_internum,p,y,-0.79507479,-0.974789473
2195,1,Libellulidae,Pantala,Pantala_flavescens,f,n,-0.79507479,-0.974789473
2195,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-0.79507479,-0.974789473
2196,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,-1.40495289,-0.974789473
2196,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-1.40495289,-0.974789473
2196,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-1.40495289,-0.974789473
2196,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-1.40495289,-0.974789473
2196,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-1.40495289,-0.974789473
2196,0,Corduliidae,Epitheca,Epitheca_cynosura,p,y,-1.40495289,-0.974789473
2196,1,Aeshnidae,Anax,Anax_junius,f,n,-1.40495289,-0.974789473
2196,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,-1.40495289,-0.974789473
2196,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,-1.40495289,-0.974789473
2196,0,Libellulidae,Leucorrhinia,Leucorrhinia_intacta,p,y,-1.40495289,-0.974789473
2198,1,Libellulidae,Celithemis,Celithemis_eponina,p,y,-1.379176379,-0.974789473
2198,1,Libellulidae,Leucorrhinia,Leucorrhinia_intacta,p,y,-1.379176379,-0.974789473
2198,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,-1.379176379,-0.974789473
2198,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-1.379176379,-0.974789473
2198,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,-1.379176379,-0.974789473
2198,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-1.379176379,-0.974789473
2198,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-1.379176379,-0.974789473
2198,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-1.379176379,-0.974789473
2198,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-1.379176379,-0.974789473
2198,1,Aeshnidae,Anax,Anax_junius,f,n,-1.379176379,-0.974789473
2198,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,-1.379176379,-0.974789473
2199,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,-0.466547304,-0.974789473
2199,1,Libellulidae,Sympetrum,Sympetrum_semicinctum,p,y,-0.466547304,-0.974789473
2199,1,Libellulidae,Pantala,Pantala_hymenaea,f,y,-0.466547304,-0.974789473
2199,1,Aeshnidae,Anax,Anax_junius,f,n,-0.466547304,-0.974789473
2199,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,-0.466547304,-0.974789473
2199,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,-0.466547304,-0.974789473
2199,1,Libellulidae,Libellula,Libellula_pulchella,p,y,-0.466547304,-0.974789473
2199,1,Libellulidae,Celithemis,Celithemis_elisa,p,y,-0.466547304,-0.974789473
2199,1,Aeshnidae,Aeshna,Aeshna_umbrosa,f,n,-0.466547304,-0.974789473
2199,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,-0.466547304,-0.974789473
2199,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,-0.466547304,-0.974789473
2199,1,Libellulidae,Libellula,Libellula_luctuosa,p,y,-0.466547304,-0.974789473
2200,1,Aeshnidae,Anax,Anax_junius,f,n,0.150805984,-0.974789473
2200,0,Libellulidae,Leucorrhinia,Leucorrhinia_intacta,p,y,0.150805984,-0.974789473
2200,1,Libellulidae,Erythemis,Erythemis_simplicicollis,p,n,0.150805984,-0.974789473
2200,1,Libellulidae,Sympetrum,Sympetrum_vicinum,p,y,0.150805984,-0.974789473
2200,1,Libellulidae,Sympetrum,Sympetrum_rubicundulum,p,n,0.150805984,-0.974789473
2200,1,Libellulidae,Pachydiplax,Pachydiplax_longipennis,p,y,0.150805984,-0.974789473
2200,1,Libellulidae,Perithemis,Perithemis_tenera,p,y,0.150805984,-0.974789473
2200,1,Libellulidae,Libellula,Libellula_pulchella,p,y,0.150805984,-0.974789473
2200,1,Corduliidae,Epitheca,Epitheca_princeps,f,y,0.150805984,-0.974789473
2200,1,Libellulidae,Plathemis,Plathemis_lydia,p,y,0.150805984,-0.974789473
2200,1,Aeshnidae,Boyeria,Boyeria_vinosa,f,y,0.150805984,-0.974789473
